concepticon	concepticon_ID	concepticon_proposed	NEL_concept	NEL_ID	lgc	lgcSD	inf	ranking_value	position_in_ranking	WOLD	ABVD	ASJP40	ASJP100	Holman ranking value	Holman	Rama & Borin score	Rama & Borin rank	Swadesh100	Swadesh200	IELex	Dyen 1975 P	Dyen 1975 rank	Pagel mean rate	Petroni & Serva	Peust ranking	Tadmor score	Tadmor rank	Tadmor representation score	WOLD borrowed score	WOLD age score	WOLD simplicity score	representation	Tadmor score (replica)
SWORD										20-27																			0.4459459459	0.8324324324	0.9391891892	37	0.4331658539
MEAD										5-91																			0.3194444444	0.8333333333	0.7638888889	18	0.4332240226
HERDSMAN										3-18																			0.2051282051	0.8179487179	0.6666666667	39	0.4334429104
GLUE										9-56																			0.4174311927	0.7990825688	0.9311926606	55	0.4334893466
WITCH										22-43																			0.2302431611	0.8075987842	0.6990881459	57	0.4345914227
SPIDER WEB										3-819																			0.0833333333	0.7871794872	0.6025641026	39	0.4347989261
BECAUSE										17-52									9	9	4.24	122	7.11						0.354368932	0.8019417476	0.8398058252	53	0.4348166102
LAND (DESCEND)										10-92																			0.185483871	0.7585253456	0.7062211982	39	0.4363254397
ASTONISHED										16-15																			0.2303921569	0.7617647059	0.7450980392	52	0.4368212452
SURPRISED										16-15																			0.2303921569	0.7617647059	0.7450980392	52	0.4368212452
POISON										4-89																			0.4430604982	0.8387900356	0.9359430605	49	0.4372307654
EXPLAIN										17-38																			0.2837837838	0.8216216216	0.7432432432	41	0.4373679743
PERMIT										19-47																			0.2589285714	0.8077380952	0.7311507937	49	0.4376607411
STEPSON										2-73																			0.075	0.78625	0.6025	38	0.4381869531
AXLE										10-77																			0.4484536082	0.8469072165	0.9381443299	35	0.4382153027
SLAVE										19-42																			0.3785714286	0.8228571429	0.8571428571	37	0.4382973761
MURDER										21-42																			0.1404255319	0.8059574468	0.6340425532	44	0.4392522813
GRANDPARENTS										2-4711																			0.1870748299	0.8285714286	0.6530612245	29	0.4398802086
ANVIL										9-62																			0.2807017544	0.7666666667	0.798245614	29	0.4402021135
REGRET										16-34																			0.269033675	0.8162518302	0.7382869693	49	0.4405008402
										16-34																			0.269033675	0.8162518302	0.7382869693	49	0.4405008402
LAGOON										1-341																			0.3869047619	0.8214285714	0.875	24	0.4406622024
OBSCURE										17-35																			0.13875	0.7555	0.6775	36	0.4408318891
BEGINNING										14-251																			0.2205882353	0.7819852941	0.7242647059	49	0.4414310368
BRACKISH										15-39																			0.1808510638	0.7680851064	0.7021276596	25	0.441761941
SHOULDERBLADE										4-301																			0.2338709677	0.7568548387	0.7631048387	43	0.4424851695
RYE										8-45																			0.33	0.7626666667	0.8666666667	20	0.4428551111
COCK										3-52																			0.2989010989	0.8432967033	0.7494505495	41	0.4431009399
DANGER										16-54																			0.3588516746	0.8105263158	0.8528708134	40	0.4432093202
JAGUAR										3-9																			0.4056603774	0.8339622642	0.8962264151	27	0.4442207326
STEPDAUGHTER										2-74																			0.0970812183	0.8248730964	0.5964467005	37	0.4442295727
OMEN										22-47																			0.3507462687	0.8417910448	0.8134328358	34	0.4445703095
CHILI PEPPER										5-821																			0.4078947368	0.8407894737	0.8947368421	39	0.4454320965
CANOE										10-831																			0.4357142857	0.8378571429	0.9428571429	38	0.4457741983
GREEDY										16-83																			0.289017341	0.787283237	0.7976878613	46	0.4465015759
HELMET										20-33																			0.3636363636	0.8060606061	0.8712121212	33	0.4468862175
PUMPKIN										8-931																			0.4018987342	0.8113924051	0.9208860759	45	0.4469012467
CURE										4-86																			0.1868686869	0.7616161616	0.7222222222	50	0.4472678525
FELT										6-27																			0.3863636364	0.7636363636	0.9545454545	22	0.4472952667
MAST										10-87																			0.3396226415	0.8075471698	0.8396226415	28	0.4477588882
SLING										20-23																			0.3141025641	0.7897435897	0.8269230769	39	0.4479302584
PREVENT										19-59																			0.2378711079	0.777986966	0.7556118755	51	0.4480221871
ANNOUNCE										18-43																			0.2351816444	0.8026768642	0.7304015296	45	0.4483949594
BEGGAR										11-53																			0.2071984436	0.7957198444	0.7110894942	44	0.4485893362
EARRING										6-77																			0.2096774194	0.7440860215	0.7634408602	47	0.4489551281
										8-47																			0.3915662651	0.8084337349	0.9156626506	42	0.45039464
OBEY										19-46																			0.1131008483	0.7997172479	0.6354853911	43	0.4507298011
WOMB										4-47																			0.2893890675	0.801607717	0.7926045016	54	0.4514922592
MARRIED WOMAN										2-39																			0.0100536193	0.7721179625	0.591152815	30	0.451850836
KID										3-38																			0.1243654822	0.8345177665	0.6192893401	35	0.4525348861
IMMEDIATELY										14-19																			0.23359375	0.7646875	0.77265625	60	0.4528239103
HOPE										16-63																			0.2444933921	0.8004405286	0.7488986784	40	0.4528875703
WEDDING										2-34																			0.2528089888	0.8	0.7584269663	46	0.4533518495
COCKROACH										3-816																			0.3630952381	0.7976190476	0.8928571429	42	0.4535780086
BOOTY										20-48																			0.2713068182	0.8181818182	0.7613636364	31	0.4539276742
CARCASS										4-771																			0.2638522427	0.7493403694	0.8232189974	39	0.4541083707
LARCH										8-991																			0.3636363636	0.8727272727	0.8181818182	11	0.4543951916
TIDE										1-352																			0.168	0.768	0.712	24	0.454950912
CLUB										20-22																			0.3690205011	0.7628701595	0.9453302961	40	0.455039872
CROWD										13-19																			0.2893835616	0.8232876712	0.779109589	52	0.4558116395
BE LATE										14-24																			0.1663043478	0.7813043478	0.7	45	0.4559590265
SPINE										4-191																			0.1350574713	0.7942528736	0.6637931034	46	0.4560146366
SNOWSHOE										6-98																			0.1428571429	0.7642857143	0.6964285714	14	0.4562317784
NECESSITY										17-45																			0.2890909091	0.8410909091	0.7654545455	48	0.4576952583
NEED										17-45																			0.2890909091	0.8410909091	0.7654545455	48	0.4576952583
ADOBE										7-64																			0.3139534884	0.8209302326	0.8139534884	23	0.4584156112
HOLY										22-19																			0.2864806867	0.8364806867	0.7682403433	40	0.4585205039
VAGINA										4-493																			0.3362068966	0.7606896552	0.9086206897	57	0.458799428
BASKET										9-76																			0.4159292035	0.807079646	0.9734513274	59	0.458876829
BRACELET										6-74																			0.1985887097	0.7806451613	0.7338709677	43	0.4591227741
SMOKE (INHALE)										8-69																			0.1991869919	0.7926829268	0.7256097561	47	0.4606103969
LIVESTOCK										3-15																			0.2764830508	0.8156779661	0.780720339	45	0.4607474431
CHAMELEON										3-913																			0.3181818182	0.7509090909	0.9	28	0.460785124
FIREPLACE										7-31																			0.2329059829	0.7893162393	0.7617521368	45	0.4612255046
MOVE										10-11																			0.2819148936	0.8106382979	0.7925531915	48	0.4613509892
BATTLE										20-13																			0.3412052117	0.7938110749	0.8827361564	60	0.4616344636
WIDOW										2-76																			0.26875	0.85625	0.7375	44	0.4617729492
WRINKLED										15-89																			0.0752688172	0.7559139785	0.6612903226	47	0.4622533278
DECEIT										16-68																			0.1666666667	0.749382716	0.7407407407	44	0.4625819235
CERTAIN										17-37																			0.3253796095	0.8206073753	0.8362255965	43	0.4629332091
ANXIETY										16-33																			0.1453287197	0.7733564014	0.7006920415	52	0.4631332696
CLEAR										17-34																			0.3020833333	0.8020833333	0.828125	46	0.4635738797
MARE										3-44																			0.2664974619	0.8527918782	0.7411167513	35	0.4635870611
UGLY										16-82																			0.2490875912	0.8120437956	0.7609489051	51	0.464006677
DEFEAT										20-42																			0.223880597	0.8373134328	0.7164179104	35	0.4655679056
CARRY ON HEAD										10-614																			0.1857092324	0.7892819243	0.725150336	25	0.4660577351
ENVY										16-44																			0.2869565217	0.8165217391	0.8043478261	59	0.4683037725
JEALOUSY										16-44																			0.2869565217	0.8165217391	0.8043478261	59	0.4683037725
CORPSE										4-77																			0.3671171171	0.8256756757	0.8963963964	45	0.4684173171
MARRIED MAN										2-38																			0.0467128028	0.798615917	0.615916955	29	0.4689039397
LOW TIDE										1-353																			0.125	0.795	0.675	20	0.469546875
POLE										7-56																			0.3890977444	0.815037594	0.9436090226	51	0.4698307686
POST										7-56																			0.3890977444	0.815037594	0.9436090226	51	0.4698307686
TWINS										2-458																			0.2300796813	0.806374502	0.7569721116	43	0.4699616796
COYOTE										3-862																			0.3965517241	0.8689655172	0.8965517241	15	0.4701299766
YAM										8-912																			0.302238806	0.8455223881	0.7985074627	24	0.4710976126
OLD WOMAN										2-471																			0.1315789474	0.7828947368	0.6929824561	45	0.4711464864
WISE										17-21																			0.2205882353	0.8258823529	0.7323529412	49	0.4714173621
CAST										9-63																			0.3169014085	0.8873239437	0.7781690141	28	0.4716713792
OLD MAN										2-461																			0.2295119705	0.8149171271	0.7536832413	45	0.4732255664
SWEAR										21-24																			0.235915493	0.8070422535	0.7676056338	38	0.4733428492
OUTRIGGER										10-832																			0.25	0.7675675676	0.8243243243	19	0.4745434624
CAPE										1-343																			0.3684210526	0.8657894737	0.8684210526	20	0.4748651407
DRUM										18-72																			0.3944444444	0.8066666667	0.9722222222	45	0.4749125514
JUG										5-34																			0.4028268551	0.8590106007	0.925795053	50	0.474912552
TURN AROUND										10-13																			0.0962837838	0.7611486486	0.6908783784	54	0.4752292434
DOUGH										5-53																			0.3086419753	0.8012345679	0.8580246914	41	0.4752941531
PESTLE										5-59																			0.1538461538	0.7756410256	0.7243589744	40	0.4754052243
THUMB										4-342																			0.0795454545	0.7704545455	0.6704545455	44	0.4754651695
GIVE BACK										11-22																			0.0882352941	0.7694117647	0.6784313725	46	0.4759348667
ROUGH (OF SEA)										1-323																			0.1612903226	0.7951612903	0.7137096774	34	0.4759797422
WIDOWER										2-77																			0.2089552239	0.8313432836	0.723880597	38	0.4760454245
DANDRUFF										4-146																			0.2625	0.7825	0.825	40	0.4761023438
ARTERY										4-151																			0.2626970228	0.8197898424	0.7885288967	54	0.4766132742
RABBIT										3-614																			0.4426229508	0.8967213115	0.9549180328	40	0.4772793758
DROWN										4-751																			0.1623376623	0.812987013	0.7012987013	43	0.477590448
NIECE										2-54																			0.145631068	0.8249872253	0.6780786919	48	0.4779393277
CORMORANT										3-597																			0.3552631579	0.8052631579	0.9210526316	19	0.4781947077
BARTER										11-83																			0.2619047619	0.8656462585	0.75	55	0.479197036
TRADE										11-83																			0.2619047619	0.8656462585	0.75	55	0.479197036
MILL										5-57																			0.2963917526	0.862371134	0.7912371134	35	0.4801000845
READY										14-29																			0.3177290837	0.8422310757	0.8356573705	52	0.4801936008
LAMB										3-29																			0.2045454545	0.8132075472	0.7427101201	43	0.4804366278
EARWAX										4-222																			0.0779220779	0.7948051948	0.6558441558	39	0.4806500297
REMAINS										12-17																			0.2292746114	0.8088082902	0.7720207254	49	0.4812538522
TAN										7-67																			0.2155688623	0.8401197605	0.7305389222	29	0.481436911
INJURE										11-28																			0.1868421053	0.7992982456	0.7412280702	55	0.4817653934
SIBLING										2-456																			0.1360442237	0.846022674	0.6598894406	39	0.4823304655
QUARREL										19-62																			0.1843220339	0.8118644068	0.7288135593	64	0.4826348483
MARRY										2-33																			0.1396457766	0.8089918256	0.6934604905	68	0.4826620473
WHETSTONE										9-93																			0.1268115942	0.8115942029	0.6811594203	37	0.4827204125
GHOST										22-45																			0.3020134228	0.8077181208	0.8565436242	57	0.4828990864
PILE UP										12-213																			0.1673469388	0.7828571429	0.7408163265	44	0.4828999346
AMBUSH										20-49																			0.1733870968	0.7709677419	0.7580645161	32	0.4831083633
SAIL										10-88																			0.4042553191	0.8765957447	0.9255319149	25	0.4833379887
BEAN										5-66																			0.4058823529	0.8541176471	0.9529411765	44	0.4835665378
STORM										1-58																			0.2354014599	0.7861313869	0.8047445255	48	0.4837117439
PERSPIRE. SWEAT										4-55																			0.1479591837	0.7979591837	0.7117346939	50	0.4839040015
BAMBOO										8-94																			0.3585526316	0.7855263158	0.9605263158	39	0.4839840333
HE-GOAT										3-37																			0.2846820809	0.8549132948	0.7919075145	31	0.4842790027
YOUNG MAN										2-251																			0.2432038835	0.865631068	0.7398058252	51	0.4846514055
CATTLE										3-2																			0.3198847262	0.8530259366	0.8357348703	36	0.484856573
REFUSE										18-37																			0.200729927	0.8189781022	0.7408759124	39	0.4849660276
CROUCH										10-413																			0.2159090909	0.7681818182	0.8068181818	45	0.4859662613
IMITATE										17-172																			0.226744186	0.7953488372	0.7906976744	43	0.4862854843
										3-872																			0.3055555556	0.8277777778	0.8472222222	19	0.4870220336
OWE										11-63																			0.1860465116	0.7899224806	0.7583979328	36	0.4876196552
SAME										24-13																			0.1149425287	0.7494252874	0.7356321839	47	0.4879333883
DAY BEFORE YESTERDAY										14-491																			0.0185185185	0.7975308642	0.6234567901	41	0.4880181431
CURSE										22-24																			0.1686046512	0.7651162791	0.7674418605	44	0.4881806005
COUSIN										2-55																			0.1241768579	0.8009289746	0.6960253998	76	0.4882424205
PLOUGH										8-21																			0.2615012107	0.80968523	0.8171912833	39	0.4886408044
RAFT										10-84																			0.3418803419	0.8435897436	0.8803418803	30	0.4887508406
CONE										8-996																			0.2222222222	0.7814814815	0.8055555556	28	0.4896319159
CHOKE										5-19																			0.1732673267	0.7623762376	0.7772277228	51	0.4898721345
PREGNANT										4-73																			0.0700483092	0.7429951691	0.7101449275	55	0.4906743634
WHIRLPOOL										1-362																			0.0975609756	0.7707317073	0.7073170732	41	0.4919661642
NEIGHBOUR										19-54																			0.2051282051	0.8051282051	0.7692307692	40	0.4922874627
MASTER										19-41																			0.3834134615	0.8788461538	0.9086538462	40	0.492385624
WRIST										4-321																			0.1326530612	0.7710204082	0.7367346939	42	0.4926855732
										4-591																			0.0961538462	0.7730769231	0.7051282051	42	0.4927031179
FAN (OBJECT)										9-79																			0.2597402597	0.8545454545	0.7792207792	40	0.4929238412
SMILE										16-251																			0.1375	0.785	0.728125	43	0.4929861328
TATTOO										6-79																			0.2341040462	0.7884393064	0.8179190751	30	0.4939106367
KNIFE										9-23																			0.3838235294	0.8547058824	0.9382352941	43	0.494121293
WRONG										16-74																			0.1606425703	0.834939759	0.7068273092	47	0.4953536894
THRESHING-FLOOR										8-35																			0.1779661017	0.8	0.7542372881	30	0.4960068946
YOKE										10-78																			0.4054054054	0.8848648649	0.9432432432	32	0.4962741003
FATHER-IN-LAW (OF WOMAN)										2-611																			0.1697694098	0.7921620478	0.7556589803	42	0.4969796555
EMBERS										1-841																			0.2479338843	0.8012396694	0.8254132231	44	0.497381797
PAIR										13-37																			0.3557312253	0.8632411067	0.895256917	46	0.4979054514
NEPHEW										2-53																			0.1890519187	0.8360609481	0.7347629797	47	0.4981707857
REEF										1-342																			0.2380952381	0.8214285714	0.7976190476	23	0.4991901523
GUESS										17-171																			0.2246963563	0.8117408907	0.7935222672	45	0.4993998032
BABY										2-28																			0.2218114603	0.7963031423	0.8059149723	50	0.499404538
FATHER'S BROTHER										2-512																			0.2154236061	0.8085123501	0.7888003862	43	0.5003674036
OATH										21-25																			0.2222222222	0.8277777778	0.7777777778	36	0.5007544582
SCORPION										3-815																			0.3243243243	0.8189189189	0.9054054054	37	0.5009821728
DARE										16-51																			0.2421875	0.83125	0.796875	34	0.5019767761
VULVA										4-494																			0.315	0.8345	0.87875	41	0.5023220594
MONKEY										3-76																			0.3333333333	0.7907407407	0.9537037037	54	0.5027549154
ANTEATER										3-89																			0.1145833333	0.75	0.7604166667	25	0.5049641927
BOLT (OF LIGHTNING)										1-57																			0.2556818182	0.8534090909	0.7954545455	42	0.5052790137
ANSWER										18-32																			0.2163009404	0.846708464	0.7617554859	56	0.5054739948
THIEF										21-52																			0.1732673267	0.8237623762	0.7425742574	51	0.5057162907
MOTHER-IN-LAW (OF MAN)										2-62																			0.1217377467	0.8023551878	0.7183322724	44	0.5061931468
										3-833																			0.3712121212	0.8303030303	0.9696969697	33	0.5062637393
MOTHER-IN-LAW (OF WOMAN)										2-621																			0.1889725131	0.8295157068	0.7529450262	43	0.5065513252
FRAGRANT										15-25																			0.1043956044	0.8241758242	0.6868131868	48	0.5069611888
LIMP										10-451																			0.1703296703	0.8076923077	0.7582417582	49	0.5081117108
HAPPY										16-23																			0.1814159292	0.7796460177	0.796460177	57	0.5083055131
FORKED BRANCH										8-74																			0.1363636364	0.7772727273	0.7575757576	35	0.5085462059
MOTHER'S SISTER										2-521																			0.2167630058	0.789017341	0.823699422	42	0.5090360047
DEBT										11-64																			0.3075313808	0.8292887029	0.8870292887	42	0.5093822488
BRAID										6-921																			0.2173038229	0.7820925553	0.8329979879	45	0.509912099
BE SILENT										18-23																			0.0736607143	0.7401785714	0.7444196429	40	0.5104161588
SOW (FEMALE PIG)										3-34																			0.1381578947	0.8657894737	0.6842105263	28	0.510539984
KNEEL										10-412																			0.0670731707	0.8317073171	0.6585365854	41	0.5109730706
HOE										8-25																			0.2916666667	0.8107142857	0.8898809524	44	0.5110194338
RETREAT										20-45																			0.1268115942	0.8260869565	0.7089371981	41	0.5113773519
CULTIVATE										8-15																			0.1370645346	0.7904054826	0.7501427756	37	0.511649075
NIPPLE										4-412																			0.0622605364	0.7643678161	0.714559387	47	0.5121803524
										4-412																			0.0622605364	0.7643678161	0.714559387	47	0.5121803524
FISHNET										20-54																			0.2631578947	0.8263157895	0.8421052632	49	0.5127278029
EARN										11-79																			0.1889661164	0.8496959166	0.7447871416	44	0.5132567859
AXE										9-25																			0.3493975904	0.8301204819	0.9518072289	45	0.5140505118
DAY AFTER TOMORROW										14-481																			0.0126582278	0.7848101266	0.664556962	40	0.5149491217
BLINK										4-215																			0.1382978723	0.8085106383	0.7393617021	47	0.5151098504
FOOTPRINT										4-374																			0.1269592476	0.7993730408	0.7384404389	46	0.5153466836
NUT										5-77																			0.2733463035	0.8038910506	0.8832684825	46	0.5159616404
SCAR										4-858																			0.2446808511	0.8053191489	0.8484042553	49	0.5160613797
MANNER										17-49																			0.3457446809	0.8340425532	0.9468085106	48	0.5166514164
WALL										7-27																			0.3396946565	0.820610687	0.9541984733	46	0.5170358985
BEAM										7-55																			0.3022813688	0.8019011407	0.9258555133	47	0.5180174246
BEEHIVE										3-822																			0.1337579618	0.8394904459	0.7133757962	42	0.518768245
ANKLE										4-371																			0.1123595506	0.7831460674	0.7471910112	46	0.5194114209
VINE										8-67																			0.1940874036	0.8285347044	0.778277635	37	0.5196766439
FOWL										3-5																			0.1521035599	0.8203883495	0.7475728155	32	0.5200149107
FOAL										3-45																			0.2105263158	0.8631578947	0.7631578947	40	0.520046654
WHISPER										18-15																			0.1578947368	0.8092105263	0.7631578947	41	0.520046654
SMELL (STINK)										15-21																			0.1140867702	0.8109266202	0.7241564006	40	0.5202416497
YOLK										5-971																			0.0308641975	0.7913580247	0.6790123457	41	0.520757243
FISH TRAP										20-55																			0.2291666667	0.7916666667	0.8541666667	37	0.5212492766
AFTERNOON										14-451																			0.1591981132	0.8400943396	0.7382075472	40	0.5214350461
RETURN HOME										10-58																			0.0288461538	0.7677884615	0.7007211538	41	0.5224862239
EYELASH										4-214																			0.0739910314	0.8094170404	0.697309417	41	0.5226525413
PURSUE										10-53																			0.1604938272	0.7987654321	0.7798353909	48	0.5229330569
BOAR										3-32																			0.2276785714	0.8473214286	0.7991071429	39	0.5229393072
BROKEN										9-261																			0.0912162162	0.8097972973	0.7111486486	51	0.5233560886
FISH POISON										8-96																			0.2058823529	0.7882352941	0.8382352941	19	0.5246946876
RAFTER										7-54																			0.1651982379	0.7876651982	0.7984581498	41	0.5250216015
MORE										13-16																			0.2298387097	0.797983871	0.8548387097	45	0.5253636008
PLAIN										1-23																			0.2600732601	0.9007326007	0.7884615385	52	0.5254908002
PALM TREE										8-81																			0.3	0.816	0.92	50	0.525504
SEPARATE										12-23																			0.1797673599	0.7836446951	0.8175890025	56	0.5255224657
BEGET										4-71																			0.1622691293	0.8229551451	0.7625329815	36	0.5257016223
LAST. ENDURE										14-252																			0.1764705882	0.8205882353	0.7794117647	38	0.5267097496
GOAT										3-36																			0.3674307958	0.8665224913	0.9610726644	43	0.5267979904
ROLL										10-15																			0.1871257485	0.8099550898	0.8007110778	49	0.5271814776
FLOUR										5-55																			0.3495145631	0.8648058252	0.9393203884	45	0.5284086682
TURN										10-12	8								175	181	2.37	168	8.18						0.1482889734	0.8190114068	0.7576045627	50	0.5284754313
CALF										3-24																			0.2097087379	0.8788349515	0.7611650485	45	0.5286562107
										2-541																			0.2223190933	0.837401918	0.81255449	36	0.5291610655
NECKLACE										6-75																			0.239	0.7904	0.88	48	0.529315072
LIGHTNING										1-55	135																		0.16	0.8186666667	0.77	49	0.5295136
DROP										10-16																			0.0404131118	0.8167938931	0.6766951055	44	0.5303832772
BEAK										4-241																			0.2601809955	0.836199095	0.8574660633	45	0.5304593602
VEGETABLES										5-65																			0.2557056358	0.8289706567	0.8602701444	39	0.5307851202
YOUNGER SISTER										2-455																			0.0111165384	0.7890636843	0.6803995217	39	0.5309103223
SHRIEK										18-18																			0.1843971631	0.7579196217	0.8593380615	43	0.5312096137
THIRSTY										5-15																			0.0697674419	0.8325581395	0.6860465116	43	0.5313242859
CALM										1-322																			0.2647058824	0.8658823529	0.8352941176	35	0.5318135559
SIMILAR										12-92																			0.1743630573	0.773566879	0.8328025478	57	0.5318988224
RIDGEPOLE										7-53																			0.1229508197	0.8	0.7581967213	34	0.5319806504
YAWN										4-52	47																		0.119047619	0.7928571429	0.7619047619	42	0.5321671526
FATHER-IN-LAW (OF MAN)										2-61																			0.1254863813	0.8313326848	0.7344357977	43	0.5339434579
FLUTE										18-71																			0.3326086957	0.8447826087	0.947826087	40	0.5343848853
YOUNG WOMAN										2-261																			0.1709401709	0.851037851	0.7578347578	49	0.5346988734
THREATEN										18-44																			0.1224489796	0.813877551	0.7489795918	42	0.5349355116
ANGER										16-42																			0.2161654135	0.8308270677	0.8214285714	55	0.5349397426
PUBIC HAIR										4-145																			0.1735947095	0.8079829948	0.8016060463	43	0.5352495287
LIE (MISLEAD)										16-67																			0.0943396226	0.7688679245	0.7688679245	55	0.5353882735
STABLE										3-19																			0.2527173913	0.8347826087	0.8586956522	47	0.5356702556
PISS										4-65																			0.1887755102	0.8367346939	0.7908163265	49	0.5367900492
NOTHING										24-14																			0.1063829787	0.8482269504	0.7092198582	39	0.5375815892
DIFFICULT										17-47																			0.25	0.844375	0.85	48	0.5382890625
APPROACH										10-56																			0.0729166667	0.8395833333	0.6927083333	50	0.5391790319
CARRY IN HAND										10-612																			0.1123194865	0.7667498663	0.7922089499	39	0.539200318
BEESWAX										3-821																			0.1007462687	0.8641791045	0.6940298507	36	0.5393418988
BALD										4-93																			0.1937086093	0.8145695364	0.821192053	51	0.5393428486
PADDY										8-121																			0.1612903226	0.8677419355	0.7419354839	16	0.5399684468
WALKING STICK										19-25																			0.2445652174	0.8076086957	0.8858695652	48	0.540465212
FISHHOOK										20-52																			0.1849315068	0.8068493151	0.8219178082	42	0.540523936
STUTTER										18-211																			0.1263736264	0.7945054945	0.7802197802	46	0.5415512938
GRANDDAUGHTER										2-49																			0.1045679692	0.8282883875	0.7303247111	46	0.541664276
COLD (DISEASE)										4-843																			0.1945525292	0.7929961089	0.8482490272	46	0.5417908282
										9-29																			0.1115241636	0.7884758364	0.7741635688	49	0.5423338844
MAT										9-77																			0.2945205479	0.8315068493	0.9246575342	39	0.5424142775
FORGE										9-61																			0.0927152318	0.8178807947	0.7317880795	29	0.5430239205
										17-69																			0.0051724138	0.7765517241	0.7043103448	51	0.5441044467
HOLLOW OUT										9-461																			0.0426829268	0.7487804878	0.7591463415	47	0.5441715424
DRINK (FLUID)										5-9																			0.0791208791	0.867032967	0.6835164835	43	0.5457418133
SEAGULL										3-582																			0.21	0.76	0.91	25	0.546364
MISS										20-63																			0.1584077985	0.8322502031	0.7806661251	44	0.5467904831
TEMPLES										4-201																			0.18	0.8133333333	0.82	38	0.5468853333
GO DOWN. DESCEND										10-473																			0.1216216216	0.7926640927	0.7857142857	48	0.5470606431
THINK (BELIEVE)										17-14																			0.2061310782	0.8229386892	0.8385306554	44	0.5478166471
RATTLE										18-74																			0.196969697	0.796969697	0.8560606061	33	0.5478709269
FAMINE										5-141																			0.1722972973	0.8472972973	0.7837837838	39	0.5496756115
DARKNESS										1-62																			0.1472727273	0.868	0.7436363636	49	0.5504152992
OAK										8-61																			0.2901554404	0.8455958549	0.9170984456	26	0.5504806541
SPLASH										10-352																			0.1211340206	0.8103092784	0.7731958763	50	0.550633962
POUND										9-211	93																		0.2186234818	0.8372469636	0.8421052632	47	0.5509095724
FLAME										1-82																			0.1800369307	0.8820270825	0.762002462	45	0.5511027616
GO UP. ASCEND										10-471																			0.1137640449	0.8264044944	0.7528089888	45	0.5513493058
CARRY UNDER ARM										10-615																			0.0782664253	0.8018741348	0.7461931637	27	0.5515220473
FATHER'S SISTER										2-522																			0.2770130764	0.8416207846	0.9066586373	42	0.5516843928
BRUISE										4-852																			0.0700389105	0.7680933852	0.7723735409	44	0.5517040733
SAP										8-76																			0.1983967936	0.8280561122	0.8316633267	46	0.5520351911
SPRING OR WELL										1-37																			0.2054263566	0.8131782946	0.8546511628	66	0.5522157902
										8-28																			0.0558139535	0.7669767442	0.7627906977	20	0.5523891783
ENOUGH										13-18																			0.2095588235	0.8007352941	0.8731617647	49	0.5526538975
SUGAR CANE										8-941																			0.2538461538	0.8753846154	0.8461538462	33	0.5526836595
PEG										9-91																			0.3188405797	0.8492753623	0.9565217391	39	0.5533400911
OLDER SISTER										2-454																			0.0550241773	0.8221718634	0.7123736187	43	0.55346624
GOURD										8-93																			0.2635135135	0.8005405405	0.9391891892	37	0.5537340088
NEXT										24-12																			0.0333333333	0.8053333333	0.7133333333	40	0.5553220741
EWE										3-28																			0.0915915916	0.8381381381	0.7297297297	29	0.5555955883
GOITER										4-842																			0.140625	0.828125	0.78125	32	0.5559921265
GUMS										4-271																			0.1362559242	0.8123222749	0.7926540284	43	0.5561566252
TROUGH										7-48																			0.3094736842	0.8774736842	0.9178947368	43	0.5561695585
LET GO OR SET FREE										11-34																			0.1192725555	0.7881435994	0.8027869627	49	0.5572463
										5-46																			0.1460674157	0.7876404494	0.8286516854	49	0.5573443655
TERMITES										3-834																			0.2672413793	0.8327586207	0.9137931034	30	0.5576066567
NAPE (OF NECK)										4-281																			0.1666666667	0.8149425287	0.8218390805	45	0.5581263487
MAD										17-23																			0.1600877193	0.8105263158	0.8201754386	61	0.5583516588
ORPHAN										2-75																			0.2259414226	0.8192468619	0.8807531381	43	0.558525252
PLANT (SOMETHING)										8-531	84																		0.2301980198	0.8698019802	0.8366336634	43	0.560189225
BEAD										6-76																			0.2490574929	0.8152686145	0.9151743638	41	0.5602879184
SON-IN-LAW (OF WOMAN										2-631																			0.2181138346	0.8342334857	0.859437751	41	0.5605902928
FRUIT										5-71	117								11	61	34.5	19	2.95	0.17508	11				0.2545926518	0.860543131	0.874201278	46	0.5607609323
EMBRACE										16-3																			0.1804511278	0.8218045113	0.8327067669	48	0.5608354689
UNRIPE										5-124																			0.1	0.793258427	0.7865168539	50	0.5615200101
THATCH										7-52	62																		0.0274390244	0.8164634146	0.7073170732	30	0.561652517
MOTHER'S BROTHER										2-511																			0.2112376743	0.782216933	0.9107446447	40	0.5619141884
HAVE SEX										4-67																			0.1236263736	0.8414835165	0.7623626374	64	0.5622073465
TURTLE										3-98																			0.2447916667	0.7854166667	0.9479166667	48	0.5622598154
DRUNK										4-98																			0.067961165	0.8087378641	0.7475728155	52	0.5635017713
FRESHWATER EEL										3-665																			0.171875	0.8	0.8515625	32	0.5641601563
SPEAR										20-26																			0.2530487805	0.7841463415	0.9634146341	43	0.5642903197
RIDE										10-66																			0.197080292	0.8627737226	0.8150851582	40	0.564640483
WE EXCLUSIVE										2-942																			0	0.7240837696	0.780104712	40	0.5648611606
WITHOUT										24-03																			0.2194244604	0.8316546763	0.8705035971	37	0.5651042087
AWL										6-37																			0.2786885246	0.8245901639	0.9508196721	31	0.5655345602
EYEBROW										4-212																			0.146484375	0.801171875	0.8271484375	46	0.5656146176
